2017-02-15 11:40:09,764 WARN org.apache.hadoop.util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2017-02-15 11:40:12,160 INFO org.apache.hadoop.conf.Configuration.deprecation: session.id is deprecated. Instead, use dfs.metrics.session-id
2017-02-15 11:40:12,184 INFO org.apache.hadoop.metrics.jvm.JvmMetrics: Initializing JVM Metrics with processName=JobTracker, sessionId=
2017-02-15 11:40:13,951 WARN org.apache.hadoop.mapreduce.JobResourceUploader: No job jar file set.  User classes may not be found. See Job or Job#setJar(String).
2017-02-15 11:40:14,239 INFO org.apache.hadoop.mapreduce.lib.input.FileInputFormat: Total input paths to process : 3
2017-02-15 11:40:14,516 INFO org.apache.hadoop.mapreduce.JobSubmitter: number of splits:3
2017-02-15 11:40:16,013 INFO org.apache.hadoop.mapreduce.JobSubmitter: Submitting tokens for job: job_local696825130_0001
2017-02-15 11:40:17,682 INFO org.apache.hadoop.mapreduce.Job: The url to track the job: http://localhost:8080/
2017-02-15 11:40:17,683 INFO org.apache.hadoop.mapreduce.Job: Running job: job_local696825130_0001
2017-02-15 11:40:17,699 INFO org.apache.hadoop.mapred.LocalJobRunner: OutputCommitter set in config null
2017-02-15 11:40:17,760 INFO org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter: File Output Committer Algorithm version is 1
2017-02-15 11:40:17,795 INFO org.apache.hadoop.mapred.LocalJobRunner: OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
2017-02-15 11:40:17,851 ERROR org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter: Mkdirs failed to create file:/output/_temporary/0
2017-02-15 11:40:18,239 INFO org.apache.hadoop.mapred.LocalJobRunner: Waiting for map tasks
2017-02-15 11:40:18,242 INFO org.apache.hadoop.mapred.LocalJobRunner: Starting task: attempt_local696825130_0001_m_000000_0
2017-02-15 11:40:18,547 INFO org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter: File Output Committer Algorithm version is 1
2017-02-15 11:40:18,710 INFO org.apache.hadoop.mapreduce.Job: Job job_local696825130_0001 running in uber mode : false
2017-02-15 11:40:18,725 INFO org.apache.hadoop.mapred.Task:  Using ResourceCalculatorProcessTree : [ ]
2017-02-15 11:40:18,728 INFO org.apache.hadoop.mapreduce.Job:  map 0% reduce 0%
2017-02-15 11:40:18,750 INFO org.apache.hadoop.mapred.MapTask: Processing split: file:/home/cloudera/workspace/Assignment1/input/pg3200.txt:0+16013932
2017-02-15 11:40:19,854 INFO org.apache.hadoop.mapred.MapTask: (EQUATOR) 0 kvi 26214396(104857584)
2017-02-15 11:40:19,857 INFO org.apache.hadoop.mapred.MapTask: mapreduce.task.io.sort.mb: 100
2017-02-15 11:40:19,857 INFO org.apache.hadoop.mapred.MapTask: soft limit at 83886080
2017-02-15 11:40:19,857 INFO org.apache.hadoop.mapred.MapTask: bufstart = 0; bufvoid = 104857600
2017-02-15 11:40:19,857 INFO org.apache.hadoop.mapred.MapTask: kvstart = 26214396; length = 6553600
2017-02-15 11:40:19,977 INFO org.apache.hadoop.mapred.MapTask: Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer
2017-02-15 11:40:25,288 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:28,293 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:28,751 INFO org.apache.hadoop.mapreduce.Job:  map 1% reduce 0%
2017-02-15 11:40:31,294 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:34,295 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:34,756 INFO org.apache.hadoop.mapreduce.Job:  map 2% reduce 0%
2017-02-15 11:40:37,296 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:37,759 INFO org.apache.hadoop.mapreduce.Job:  map 3% reduce 0%
2017-02-15 11:40:40,297 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:40,763 INFO org.apache.hadoop.mapreduce.Job:  map 4% reduce 0%
2017-02-15 11:40:43,298 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:43,766 INFO org.apache.hadoop.mapreduce.Job:  map 5% reduce 0%
2017-02-15 11:40:46,300 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:49,301 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:49,769 INFO org.apache.hadoop.mapreduce.Job:  map 6% reduce 0%
2017-02-15 11:40:52,302 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:52,772 INFO org.apache.hadoop.mapreduce.Job:  map 7% reduce 0%
2017-02-15 11:40:55,303 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:55,773 INFO org.apache.hadoop.mapreduce.Job:  map 8% reduce 0%
2017-02-15 11:40:58,305 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:40:58,775 INFO org.apache.hadoop.mapreduce.Job:  map 9% reduce 0%
2017-02-15 11:41:01,306 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:01,777 INFO org.apache.hadoop.mapreduce.Job:  map 10% reduce 0%
2017-02-15 11:41:04,306 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:04,779 INFO org.apache.hadoop.mapreduce.Job:  map 11% reduce 0%
2017-02-15 11:41:07,308 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:10,310 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:10,785 INFO org.apache.hadoop.mapreduce.Job:  map 12% reduce 0%
2017-02-15 11:41:13,311 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:13,789 INFO org.apache.hadoop.mapreduce.Job:  map 13% reduce 0%
2017-02-15 11:41:16,312 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:16,790 INFO org.apache.hadoop.mapreduce.Job:  map 14% reduce 0%
2017-02-15 11:41:19,314 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:19,793 INFO org.apache.hadoop.mapreduce.Job:  map 15% reduce 0%
2017-02-15 11:41:22,315 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:22,800 INFO org.apache.hadoop.mapreduce.Job:  map 16% reduce 0%
2017-02-15 11:41:25,315 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:25,805 INFO org.apache.hadoop.mapreduce.Job:  map 17% reduce 0%
2017-02-15 11:41:28,318 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:28,807 INFO org.apache.hadoop.mapreduce.Job:  map 18% reduce 0%
2017-02-15 11:41:31,319 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:31,810 INFO org.apache.hadoop.mapreduce.Job:  map 19% reduce 0%
2017-02-15 11:41:33,249 INFO org.apache.hadoop.mapred.MapTask: Spilling map output
2017-02-15 11:41:33,253 INFO org.apache.hadoop.mapred.MapTask: bufstart = 0; bufend = 44276468; bufvoid = 104857600
2017-02-15 11:41:33,253 INFO org.apache.hadoop.mapred.MapTask: kvstart = 26214396(104857584); kvend = 16311996(65247984); length = 9902401/6553600
2017-02-15 11:41:33,253 INFO org.apache.hadoop.mapred.MapTask: (EQUATOR) 54444468 kvi 13611112(54444448)
2017-02-15 11:41:34,320 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:37,321 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:37,834 INFO org.apache.hadoop.mapreduce.Job:  map 20% reduce 0%
2017-02-15 11:41:40,323 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:40,843 INFO org.apache.hadoop.mapreduce.Job:  map 21% reduce 0%
2017-02-15 11:41:43,323 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:46,324 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:46,859 INFO org.apache.hadoop.mapreduce.Job:  map 22% reduce 0%
2017-02-15 11:41:47,018 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:41:47,020 INFO org.apache.hadoop.mapred.MapTask: Starting flush of map output
2017-02-15 11:41:49,325 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:41:52,326 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:41:55,329 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:41:58,330 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:42:01,333 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:42:01,698 INFO org.apache.hadoop.mapred.MapTask: Finished spill 0
2017-02-15 11:42:01,701 INFO org.apache.hadoop.mapred.MapTask: (RESET) equator 54444468 kv 13611112(54444448) kvi 12099220(48396880)
2017-02-15 11:42:01,701 INFO org.apache.hadoop.mapred.MapTask: Spilling map output
2017-02-15 11:42:01,701 INFO org.apache.hadoop.mapred.MapTask: bufstart = 54444468; bufend = 61158317; bufvoid = 104857600
2017-02-15 11:42:01,701 INFO org.apache.hadoop.mapred.MapTask: kvstart = 13611112(54444448); kvend = 12099224(48396896); length = 1511889/6553600
2017-02-15 11:42:04,334 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:42:05,121 INFO org.apache.hadoop.mapred.MapTask: Finished spill 1
2017-02-15 11:42:05,185 INFO org.apache.hadoop.mapred.Merger: Merging 2 sorted segments
2017-02-15 11:42:05,259 INFO org.apache.hadoop.mapred.Merger: Down to the last merge-pass, with 2 segments left of total size: 2078815 bytes
2017-02-15 11:42:06,877 INFO org.apache.hadoop.mapred.Task: Task:attempt_local696825130_0001_m_000000_0 is done. And is in the process of committing
2017-02-15 11:42:06,888 INFO org.apache.hadoop.mapred.LocalJobRunner: map > sort
2017-02-15 11:42:06,889 INFO org.apache.hadoop.mapred.Task: Task 'attempt_local696825130_0001_m_000000_0' done.
2017-02-15 11:42:06,892 INFO org.apache.hadoop.mapred.LocalJobRunner: Finishing task: attempt_local696825130_0001_m_000000_0
2017-02-15 11:42:06,893 INFO org.apache.hadoop.mapred.LocalJobRunner: Starting task: attempt_local696825130_0001_m_000001_0
2017-02-15 11:42:06,901 INFO org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter: File Output Committer Algorithm version is 1
2017-02-15 11:42:06,904 INFO org.apache.hadoop.mapred.Task:  Using ResourceCalculatorProcessTree : [ ]
2017-02-15 11:42:06,918 INFO org.apache.hadoop.mapred.MapTask: Processing split: file:/home/cloudera/workspace/Assignment1/input/pg100.txt:0+5589886
2017-02-15 11:42:07,214 INFO org.apache.hadoop.mapred.MapTask: (EQUATOR) 0 kvi 26214396(104857584)
2017-02-15 11:42:07,217 INFO org.apache.hadoop.mapred.MapTask: mapreduce.task.io.sort.mb: 100
2017-02-15 11:42:07,218 INFO org.apache.hadoop.mapred.MapTask: soft limit at 83886080
2017-02-15 11:42:07,220 INFO org.apache.hadoop.mapred.MapTask: bufstart = 0; bufvoid = 104857600
2017-02-15 11:42:07,220 INFO org.apache.hadoop.mapred.MapTask: kvstart = 26214396; length = 6553600
2017-02-15 11:42:07,229 INFO org.apache.hadoop.mapred.MapTask: Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer
2017-02-15 11:42:07,874 INFO org.apache.hadoop.mapreduce.Job:  map 100% reduce 0%
2017-02-15 11:42:12,908 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:42:13,877 INFO org.apache.hadoop.mapreduce.Job:  map 38% reduce 0%
2017-02-15 11:42:15,916 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
2017-02-15 11:42:16,878 INFO org.apache.hadoop.mapreduce.Job:  map 40% reduce 0%
2017-02-15 11:42:18,917 INFO org.apache.hadoop.mapred.LocalJobRunner: map > map
